CREATED AT 2026/06/29 12:33:34 FOR 2026/06/30
Delivery Hour,Pricing Location,LMP,Energy Loss Price,Energy Congestion Price
18,SERPENT-LT.G2,179.75,-16.90,0.00
19,SERPENT-LT.G2,219.28,-19.52,0.00
20,SERPENT-LT.G2,220.29,-18.50,0.00
21,SERPENT-LT.G2,139.64,-10.61,0.00
22,SERPENT-LT.G2,125.63,-9.30,0.00
23,SERPENT-LT.G2,57.94,-1.39,0.00
24,SERPENT-LT.G2,59.14,-0.47,0.00
1,SHABAQUA-LT.T1_LF,10.11,-3.79,-31.10
2,SHABAQUA-LT.T1_LF,9.20,-3.09,-25.16
3,SHABAQUA-LT.T1_LF,33.43,-4.05,0.00
4,SHABAQUA-LT.T1_LF,33.66,-3.91,0.00
5,SHABAQUA-LT.T1_LF,37.76,-4.46,0.00
6,SHABAQUA-LT.T1_LF,11.59,-5.06,-22.84
7,SHABAQUA-LT.T1_LF,39.74,-7.26,-5.60
8,SHABAQUA-LT.T1_LF,35.32,-8.87,-12.39
9,SHABAQUA-LT.T1_LF,37.73,-9.18,-9.33
10,SHABAQUA-LT.T1_LF,14.90,-11.03,-39.45
11,SHABAQUA-LT.T1_LF,43.60,-12.54,-12.86
12,SHABAQUA-LT.T1_LF,37.71,-13.97,-27.28
13,SHABAQUA-LT.T1_LF,34.77,-15.30,-37.07
14,SHABAQUA-LT.T1_LF,41.46,-16.31,-31.69
15,SHABAQUA-LT.T1_LF,19.11,-20.08,-68.94
16,SHABAQUA-LT.T1_LF,23.61,-23.89,-87.51
17,SHABAQUA-LT.T1_LF,23.92,-27.11,-104.58
18,SHABAQUA-LT.T1_LF,32.89,-35.72,-128.03
19,SHABAQUA-LT.T1_LF,43.54,-43.06,-152.19
20,SHABAQUA-LT.T1_LF,36.42,-42.90,-159.47
21,SHABAQUA-LT.T1_LF,85.71,-26.08,-38.46
22,SHABAQUA-LT.T1_LF,86.72,-23.69,-24.51
23,SHABAQUA-LT.T1_LF,51.02,-8.32,0.00
24,SHABAQUA-LT.T1_LF,53.09,-6.53,0.00
1,SHANNON-LT.AG_T1,44.47,-0.53,0.00
2,SHANNON-LT.AG_T1,37.08,-0.37,0.00
3,SHANNON-LT.AG_T1,37.11,-0.37,0.00
4,SHANNON-LT.AG_T1,37.27,-0.30,0.00
5,SHANNON-LT.AG_T1,41.92,-0.29,0.00
6,SHANNON-LT.AG_T1,39.38,-0.12,0.00
7,SHANNON-LT.AG_T1,52.18,-0.42,0.00
8,SHANNON-LT.AG_T1,56.19,-0.39,0.00
9,SHANNON-LT.AG_T1,55.68,-0.56,0.00
10,SHANNON-LT.AG_T1,64.54,-0.84,0.00
11,SHANNON-LT.AG_T1,67.98,-1.02,0.00
12,SHANNON-LT.AG_T1,77.65,-1.32,0.00
13,SHANNON-LT.AG_T1,85.69,-1.46,0.00
14,SHANNON-LT.AG_T1,87.88,-1.58,0.00
15,SHANNON-LT.AG_T1,106.22,-1.91,0.00
16,SHANNON-LT.AG_T1,132.87,-2.13,0.00
17,SHANNON-LT.AG_T1,153.62,-2.00,0.00
18,SHANNON-LT.AG_T1,194.70,-1.95,0.00
19,SHANNON-LT.AG_T1,237.14,-1.66,0.00
20,SHANNON-LT.AG_T1,237.85,-0.95,0.00
21,SHANNON-LT.AG_T1,149.21,-1.04,0.00
22,SHANNON-LT.AG_T1,134.12,-0.80,0.00
23,SHANNON-LT.AG_T1,58.86,-0.47,0.00
24,SHANNON-LT.AG_T1,59.08,-0.53,0.00
1,SHARBOT-LT.T1_LF,46.54,1.54,0.00
2,SHARBOT-LT.T1_LF,38.65,1.20,0.00
3,SHARBOT-LT.T1_LF,38.64,1.16,0.00
4,SHARBOT-LT.T1_LF,38.69,1.12,0.00
5,SHARBOT-LT.T1_LF,43.52,1.31,0.00
6,SHARBOT-LT.T1_LF,40.46,0.97,0.00
7,SHARBOT-LT.T1_LF,54.45,1.85,0.00
8,SHARBOT-LT.T1_LF,58.52,1.93,0.00
9,SHARBOT-LT.T1_LF,57.91,1.68,0.00
10,SHARBOT-LT.T1_LF,67.12,1.75,0.00
11,SHARBOT-LT.T1_LF,70.99,1.99,0.00
12,SHARBOT-LT.T1_LF,81.16,2.19,0.00
13,SHARBOT-LT.T1_LF,88.48,1.33,0.00
14,SHARBOT-LT.T1_LF,88.84,-0.62,0.00
15,SHARBOT-LT.T1_LF,107.38,-0.75,0.00
16,SHARBOT-LT.T1_LF,133.53,-1.47,0.00
17,SHARBOT-LT.T1_LF,153.17,-2.45,0.00
18,SHARBOT-LT.T1_LF,193.93,-2.72,0.00
19,SHARBOT-LT.T1_LF,235.27,-3.53,0.00
20,SHARBOT-LT.T1_LF,235.04,-3.76,0.00
21,SHARBOT-LT.T1_LF,148.32,-1.93,0.00
22,SHARBOT-LT.T1_LF,135.33,0.41,0.00
23,SHARBOT-LT.T1_LF,60.42,1.09,0.00
24,SHARBOT-LT.T1_LF,60.77,1.15,0.00
1,SHELL-LT.LFAB,43.44,-1.56,0.00
2,SHELL-LT.LFAB,36.61,-0.84,0.00
3,SHELL-LT.LFAB,36.67,-0.81,0.00
4,SHELL-LT.LFAB,37.01,-0.56,0.00
5,SHELL-LT.LFAB,41.43,-0.79,0.00
6,SHELL-LT.LFAB,39.22,-0.27,0.00
7,SHELL-LT.LFAB,50.48,-2.12,0.00
8,SHELL-LT.LFAB,53.13,-3.45,0.00
9,SHELL-LT.LFAB,52.07,-4.17,0.00
10,SHELL-LT.LFAB,60.42,-4.95,0.00
11,SHELL-LT.LFAB,63.71,-5.29,0.00
12,SHELL-LT.LFAB,73.59,-5.37,0.00
13,SHELL-LT.LFAB,82.22,-4.93,0.00
14,SHELL-LT.LFAB,84.40,-5.06,0.00
15,SHELL-LT.LFAB,101.72,-6.41,0.00
16,SHELL-LT.LFAB,128.33,-6.67,0.00
17,SHELL-LT.LFAB,147.79,-7.83,0.00
18,SHELL-LT.LFAB,187.64,-9.01,0.00
19,SHELL-LT.LFAB,228.30,-10.50,0.00
20,SHELL-LT.LFAB,229.84,-8.96,0.00
21,SHELL-LT.LFAB,143.78,-6.47,0.00
22,SHELL-LT.LFAB,129.49,-5.44,0.00
23,SHELL-LT.LFAB,56.29,-3.04,0.00
24,SHELL-LT.LFAB,57.94,-1.68,0.00
1,SHEPPARD-LT.LFEJKLQZ,44.82,-0.18,0.00
2,SHEPPARD-LT.LFEJKLQZ,37.30,-0.15,0.00
3,SHEPPARD-LT.LFEJKLQZ,37.29,-0.19,0.00
4,SHEPPARD-LT.LFEJKLQZ,37.38,-0.19,0.00
5,SHEPPARD-LT.LFEJKLQZ,42.00,-0.21,0.00
6,SHEPPARD-LT.LFEJKLQZ,39.26,-0.24,0.00
7,SHEPPARD-LT.LFEJKLQZ,52.29,-0.31,0.00
8,SHEPPARD-LT.LFEJKLQZ,56.25,-0.34,0.00
9,SHEPPARD-LT.LFEJKLQZ,55.90,-0.34,0.00
10,SHEPPARD-LT.LFEJKLQZ,64.99,-0.39,0.00
11,SHEPPARD-LT.LFEJKLQZ,68.66,-0.34,0.00
12,SHEPPARD-LT.LFEJKLQZ,78.57,-0.39,0.00
13,SHEPPARD-LT.LFEJKLQZ,86.63,-0.52,0.00
14,SHEPPARD-LT.LFEJKLQZ,88.93,-0.53,0.00
15,SHEPPARD-LT.LFEJKLQZ,107.49,-0.64,0.00
16,SHEPPARD-LT.LFEJKLQZ,134.06,-0.94,0.00
17,SHEPPARD-LT.LFEJKLQZ,154.38,-1.24,0.00
18,SHEPPARD-LT.LFEJKLQZ,195.09,-1.56,0.00
19,SHEPPARD-LT.LFEJKLQZ,236.90,-1.90,0.00
20,SHEPPARD-LT.LFEJKLQZ,236.90,-1.90,0.00
21,SHEPPARD-LT.LFEJKLQZ,149.06,-1.19,0.00
22,SHEPPARD-LT.LFEJKLQZ,133.86,-1.07,0.00
23,SHEPPARD-LT.LFEJKLQZ,58.92,-0.41,0.00
24,SHEPPARD-LT.LFEJKLQZ,59.14,-0.47,0.00
1,SHININGTREE-LT.25T1_S_LF,45.64,0.64,0.00
2,SHININGTREE-LT.25T1_S_LF,37.91,0.45,0.00
3,SHININGTREE-LT.25T1_S_LF,37.90,0.42,0.00
4,SHININGTREE-LT.25T1_S_LF,38.18,0.61,0.00
5,SHININGTREE-LT.25T1_S_LF,42.90,0.69,0.00
6,SHININGTREE-LT.25T1_S_LF,39.89,0.40,0.00
7,SHININGTREE-LT.25T1_S_LF,52.39,-0.21,0.00
8,SHININGTREE-LT.25T1_S_LF,55.80,-0.78,0.00
9,SHININGTREE-LT.25T1_S_LF,55.13,-1.10,0.00
10,SHININGTREE-LT.25T1_S_LF,63.66,-1.72,0.00
11,SHININGTREE-LT.25T1_S_LF,64.85,-4.15,0.00
12,SHININGTREE-LT.25T1_S_LF,73.73,-5.23,0.00
13,SHININGTREE-LT.25T1_S_LF,80.99,-6.16,0.00
14,SHININGTREE-LT.25T1_S_LF,82.22,-7.24,0.00
15,SHININGTREE-LT.25T1_S_LF,86.93,-8.47,-12.73
16,SHININGTREE-LT.25T1_S_LF,57.69,-10.69,-66.62
17,SHININGTREE-LT.25T1_S_LF,35.79,-12.59,-107.24
18,SHININGTREE-LT.25T1_S_LF,60.55,-16.07,-120.02
19,SHININGTREE-LT.25T1_S_LF,90.44,-19.11,-129.24
20,SHININGTREE-LT.25T1_S_LF,220.91,-17.89,0.00
21,SHININGTREE-LT.25T1_S_LF,139.64,-10.61,0.00
22,SHININGTREE-LT.25T1_S_LF,125.75,-9.18,0.00
23,SHININGTREE-LT.25T1_S_LF,57.88,-1.45,0.00
24,SHININGTREE-LT.25T1_S_LF,60.10,0.48,0.00
1,SIDNEY-LT.AG_M1,47.52,2.52,0.00
2,SIDNEY-LT.AG_M1,39.46,2.01,0.00
3,SIDNEY-LT.AG_M1,39.37,1.89,0.00
4,SIDNEY-LT.AG_M1,39.46,1.89,0.00
5,SIDNEY-LT.AG_M1,44.43,2.22,0.00
6,SIDNEY-LT.AG_M1,41.57,2.08,0.00
7,SIDNEY-LT.AG_M1,55.96,3.36,0.00
8,SIDNEY-LT.AG_M1,60.13,3.55,0.00
9,SIDNEY-LT.AG_M1,59.82,3.59,0.00
10,SIDNEY-LT.AG_M1,69.47,4.10,0.00
11,SIDNEY-LT.AG_M1,73.33,4.33,0.00
12,SIDNEY-LT.AG_M1,84.28,5.31,0.00
13,SIDNEY-LT.AG_M1,90.59,3.44,0.00
14,SIDNEY-LT.AG_M1,94.17,4.71,0.00
15,SIDNEY-LT.AG_M1,112.05,3.92,0.00
16,SIDNEY-LT.AG_M1,139.75,4.75,0.00
17,SIDNEY-LT.AG_M1,162.95,7.33,0.00
18,SIDNEY-LT.AG_M1,204.63,7.98,0.00
19,SIDNEY-LT.AG_M1,249.27,10.47,0.00
20,SIDNEY-LT.AG_M1,249.27,10.47,0.00
21,SIDNEY-LT.AG_M1,156.35,6.10,0.00
22,SIDNEY-LT.AG_M1,140.40,5.48,0.00
23,SIDNEY-LT.AG_M1,62.92,3.59,0.00
24,SIDNEY-LT.AG_M1,62.95,3.34,0.00
1,SIDNEY-LT.T1_LF,47.52,2.52,0.00
2,SIDNEY-LT.T1_LF,39.46,2.01,0.00
3,SIDNEY-LT.T1_LF,39.37,1.89,0.00
4,SIDNEY-LT.T1_LF,39.46,1.89,0.00
5,SIDNEY-LT.T1_LF,44.43,2.22,0.00
6,SIDNEY-LT.T1_LF,41.57,2.08,0.00
7,SIDNEY-LT.T1_LF,55.96,3.36,0.00
8,SIDNEY-LT.T1_LF,60.13,3.55,0.00
9,SIDNEY-LT.T1_LF,59.82,3.59,0.00
10,SIDNEY-LT.T1_LF,69.47,4.10,0.00
11,SIDNEY-LT.T1_LF,73.33,4.33,0.00
12,SIDNEY-LT.T1_LF,84.28,5.31,0.00
13,SIDNEY-LT.T1_LF,90.59,3.44,0.00
14,SIDNEY-LT.T1_LF,94.17,4.71,0.00
15,SIDNEY-LT.T1_LF,112.05,3.92,0.00
16,SIDNEY-LT.T1_LF,139.75,4.75,0.00
17,SIDNEY-LT.T1_LF,162.95,7.33,0.00
18,SIDNEY-LT.T1_LF,204.63,7.98,0.00
19,SIDNEY-LT.T1_LF,249.27,10.47,0.00
20,SIDNEY-LT.T1_LF,249.27,10.47,0.00
21,SIDNEY-LT.T1_LF,156.35,6.10,0.00
22,SIDNEY-LT.T1_LF,140.40,5.48,0.00
23,SIDNEY-LT.T1_LF,62.92,3.59,0.00
24,SIDNEY-LT.T1_LF,62.95,3.34,0.00
1,SILVERCRKSF-LT.AG_T1,45.18,0.18,0.00
2,SILVERCRKSF-LT.AG_T1,37.79,0.34,0.00
3,SILVERCRKSF-LT.AG_T1,37.90,0.42,0.00
4,SILVERCRKSF-LT.AG_T1,38.10,0.53,0.00
5,SILVERCRKSF-LT.AG_T1,42.81,0.60,0.00
6,SILVERCRKSF-LT.AG_T1,40.34,0.85,0.00
7,SILVERCRKSF-LT.AG_T1,53.13,0.53,0.00
8,SILVERCRKSF-LT.AG_T1,56.81,0.23,0.00
9,SILVERCRKSF-LT.AG_T1,56.12,-0.11,0.00
10,SILVERCRKSF-LT.AG_T1,65.24,-0.13,0.00
11,SILVERCRKSF-LT.AG_T1,68.66,-0.34,0.00
12,SILVERCRKSF-LT.AG_T1,78.57,-0.39,0.00
13,SILVERCRKSF-LT.AG_T1,86.89,-0.26,0.00
14,SILVERCRKSF-LT.AG_T1,89.28,-0.18,0.00
15,SILVERCRKSF-LT.AG_T1,107.17,-0.96,0.00
16,SILVERCRKSF-LT.AG_T1,134.73,-0.27,0.00
17,SILVERCRKSF-LT.AG_T1,155.77,0.16,0.00
18,SILVERCRKSF-LT.AG_T1,197.44,0.79,0.00
19,SILVERCRKSF-LT.AG_T1,240.48,1.68,0.00
20,SILVERCRKSF-LT.AG_T1,241.94,3.15,0.00
21,SILVERCRKSF-LT.AG_T1,151.46,1.21,0.00
22,SILVERCRKSF-LT.AG_T1,136.15,1.23,0.00
23,SILVERCRKSF-LT.AG_T1,59.75,0.42,0.00
24,SILVERCRKSF-LT.AG_T1,60.28,0.66,0.00
1,SILVERFALLS-LT.G1,11.16,-2.75,-31.10
2,SILVERFALLS-LT.G1,10.04,-2.25,-25.16
3,SILVERFALLS-LT.G1,34.16,-3.31,0.00
4,SILVERFALLS-LT.G1,34.37,-3.20,0.00
5,SILVERFALLS-LT.G1,38.62,-3.59,0.00
6,SILVERFALLS-LT.G1,9.77,-6.88,-22.84
7,SILVERFALLS-LT.G1,40.95,-6.05,-5.60
8,SILVERFALLS-LT.G1,36.51,-7.68,-12.39
9,SILVERFALLS-LT.G1,39.03,-7.88,-9.33
10,SILVERFALLS-LT.G1,12.07,-13.86,-39.45
11,SILVERFALLS-LT.G1,45.02,-11.11,-12.86
12,SILVERFALLS-LT.G1,39.36,-12.33,-27.28
13,SILVERFALLS-LT.G1,36.29,-13.79,-37.07
14,SILVERFALLS-LT.G1,42.92,-14.85,-31.69
15,SILVERFALLS-LT.G1,13.98,-25.21,-68.94
16,SILVERFALLS-LT.G1,25.37,-22.12,-87.51
17,SILVERFALLS-LT.G1,26.30,-24.74,-104.58
18,SILVERFALLS-LT.G1,35.44,-33.18,-128.03
19,SILVERFALLS-LT.G1,47.30,-39.30,-152.19
20,SILVERFALLS-LT.G1,25.07,-54.26,-159.47
21,SILVERFALLS-LT.G1,88.66,-23.13,-38.46
22,SILVERFALLS-LT.G1,89.93,-20.48,-24.51
23,SILVERFALLS-LT.G1,52.60,-6.73,0.00
24,SILVERFALLS-LT.G1,54.54,-5.07,0.00
1,SIOUXNARROWS-LT.TT_LF,40.47,-4.53,0.00
2,SIOUXNARROWS-LT.TT_LF,33.89,-3.56,0.00
3,SIOUXNARROWS-LT.TT_LF,33.40,-4.08,0.00
4,SIOUXNARROWS-LT.TT_LF,33.60,-3.97,0.00
5,SIOUXNARROWS-LT.TT_LF,37.56,-4.66,0.00
6,SIOUXNARROWS-LT.TT_LF,12.24,-4.42,-22.84
7,SIOUXNARROWS-LT.TT_LF,39.70,-7.29,-5.60
8,SIOUXNARROWS-LT.TT_LF,35.97,-8.22,-12.39
9,SIOUXNARROWS-LT.TT_LF,38.09,-8.82,-9.33
10,SIOUXNARROWS-LT.TT_LF,16.29,-9.64,-39.45
11,SIOUXNARROWS-LT.TT_LF,44.54,-11.60,-12.86
12,SIOUXNARROWS-LT.TT_LF,38.69,-13.00,-27.28
13,SIOUXNARROWS-LT.TT_LF,36.66,-13.42,-37.07
14,SIOUXNARROWS-LT.TT_LF,43.87,-13.90,-31.69
15,SIOUXNARROWS-LT.TT_LF,23.32,-15.87,-68.94
16,SIOUXNARROWS-LT.TT_LF,28.77,-18.72,-87.51
17,SIOUXNARROWS-LT.TT_LF,28.42,-22.61,-104.58
18,SIOUXNARROWS-LT.TT_LF,40.77,-27.85,-128.03
19,SIOUXNARROWS-LT.TT_LF,49.32,-37.28,-152.19
20,SIOUXNARROWS-LT.TT_LF,44.63,-34.70,-159.47
21,SIOUXNARROWS-LT.TT_LF,88.66,-23.13,-38.46
22,SIOUXNARROWS-LT.TT_LF,88.11,-22.30,-24.51
23,SIOUXNARROWS-LT.TT_LF,49.73,-9.60,0.00
24,SIOUXNARROWS-LT.TT_LF,52.16,-7.46,0.00
1,SITHEG-LT.G11,44.73,-0.27,0.00
2,SITHEG-LT.G11,37.26,-0.19,0.00
3,SITHEG-LT.G11,37.29,-0.19,0.00
4,SITHEG-LT.G11,37.38,-0.19,0.00
5,SITHEG-LT.G11,41.96,-0.25,0.00
6,SITHEG-LT.G11,39.30,-0.20,0.00
7,SITHEG-LT.G11,52.34,-0.26,0.00
8,SITHEG-LT.G11,56.25,-0.34,0.00
9,SITHEG-LT.G11,55.90,-0.34,0.00
10,SITHEG-LT.G11,65.05,-0.33,0.00
11,SITHEG-LT.G11,68.59,-0.41,0.00
12,SITHEG-LT.G11,78.57,-0.39,0.00
13,SITHEG-LT.G11,86.72,-0.43,0.00
14,SITHEG-LT.G11,89.02,-0.45,0.00
15,SITHEG-LT.G11,107.59,-0.54,0.00
16,SITHEG-LT.G11,134.33,-0.67,0.00
17,SITHEG-LT.G11,154.84,-0.77,0.00
18,SITHEG-LT.G11,195.67,-0.98,0.00
19,SITHEG-LT.G11,237.61,-1.19,0.00
20,SITHEG-LT.G11,237.61,-1.19,0.00
21,SITHEG-LT.G11,149.50,-0.75,0.00
22,SITHEG-LT.G11,134.25,-0.67,0.00
23,SITHEG-LT.G11,59.04,-0.30,0.00
24,SITHEG-LT.G11,59.32,-0.30,0.00
1,SITHEG-LT.G12,44.73,-0.27,0.00
2,SITHEG-LT.G12,37.26,-0.19,0.00
3,SITHEG-LT.G12,37.29,-0.19,0.00
4,SITHEG-LT.G12,37.38,-0.19,0.00
5,SITHEG-LT.G12,41.96,-0.25,0.00
6,SITHEG-LT.G12,39.30,-0.20,0.00
7,SITHEG-LT.G12,52.34,-0.26,0.00
8,SITHEG-LT.G12,56.25,-0.34,0.00
9,SITHEG-LT.G12,55.90,-0.34,0.00
10,SITHEG-LT.G12,65.05,-0.33,0.00
11,SITHEG-LT.G12,68.59,-0.41,0.00
12,SITHEG-LT.G12,78.57,-0.39,0.00
13,SITHEG-LT.G12,86.72,-0.43,0.00
14,SITHEG-LT.G12,89.02,-0.45,0.00
15,SITHEG-LT.G12,107.59,-0.54,0.00
16,SITHEG-LT.G12,134.33,-0.67,0.00
17,SITHEG-LT.G12,154.84,-0.77,0.00
18,SITHEG-LT.G12,195.67,-0.98,0.00
19,SITHEG-LT.G12,237.61,-1.19,0.00
20,SITHEG-LT.G12,237.61,-1.19,0.00
21,SITHEG-LT.G12,149.50,-0.75,0.00
22,SITHEG-LT.G12,134.25,-0.67,0.00
23,SITHEG-LT.G12,59.04,-0.30,0.00
24,SITHEG-LT.G12,59.32,-0.30,0.00
1,SITHEG-LT.G13,44.73,-0.27,0.00
2,SITHEG-LT.G13,37.26,-0.19,0.00
3,SITHEG-LT.G13,37.29,-0.19,0.00
4,SITHEG-LT.G13,37.38,-0.19,0.00
5,SITHEG-LT.G13,41.96,-0.25,0.00
6,SITHEG-LT.G13,39.30,-0.20,0.00
7,SITHEG-LT.G13,52.34,-0.26,0.00
8,SITHEG-LT.G13,56.25,-0.34,0.00
9,SITHEG-LT.G13,55.90,-0.34,0.00
10,SITHEG-LT.G13,65.05,-0.33,0.00
11,SITHEG-LT.G13,68.59,-0.41,0.00
12,SITHEG-LT.G13,78.57,-0.39,0.00
13,SITHEG-LT.G13,86.72,-0.43,0.00
14,SITHEG-LT.G13,89.02,-0.45,0.00
15,SITHEG-LT.G13,107.59,-0.54,0.00
16,SITHEG-LT.G13,134.33,-0.67,0.00
17,SITHEG-LT.G13,154.84,-0.77,0.00
18,SITHEG-LT.G13,195.67,-0.98,0.00
19,SITHEG-LT.G13,237.61,-1.19,0.00
20,SITHEG-LT.G13,237.61,-1.19,0.00
21,SITHEG-LT.G13,149.50,-0.75,0.00
22,SITHEG-LT.G13,134.25,-0.67,0.00
23,SITHEG-LT.G13,59.04,-0.30,0.00
24,SITHEG-LT.G13,59.32,-0.30,0.00
1,SITHEG-LT.G15,44.73,-0.27,0.00
2,SITHEG-LT.G15,37.26,-0.19,0.00
3,SITHEG-LT.G15,37.29,-0.19,0.00
4,SITHEG-LT.G15,37.38,-0.19,0.00
5,SITHEG-LT.G15,41.96,-0.25,0.00
6,SITHEG-LT.G15,39.30,-0.20,0.00
7,SITHEG-LT.G15,52.34,-0.26,0.00
8,SITHEG-LT.G15,56.25,-0.34,0.00
9,SITHEG-LT.G15,55.90,-0.34,0.00
10,SITHEG-LT.G15,65.05,-0.33,0.00
11,SITHEG-LT.G15,68.59,-0.41,0.00
12,SITHEG-LT.G15,78.57,-0.39,0.00
13,SITHEG-LT.G15,86.72,-0.43,0.00
14,SITHEG-LT.G15,89.02,-0.45,0.00
15,SITHEG-LT.G15,107.59,-0.54,0.00
16,SITHEG-LT.G15,134.33,-0.67,0.00
17,SITHEG-LT.G15,154.84,-0.77,0.00
18,SITHEG-LT.G15,195.67,-0.98,0.00
19,SITHEG-LT.G15,237.61,-1.19,0.00
20,SITHEG-LT.G15,237.61,-1.19,0.00
21,SITHEG-LT.G15,149.50,-0.75,0.00
22,SITHEG-LT.G15,134.25,-0.67,0.00
23,SITHEG-LT.G15,59.04,-0.30,0.00
24,SITHEG-LT.G15,59.32,-0.30,0.00
1,SLATEFALLS-LT.T1_LF,38.30,-6.70,0.00
2,SLATEFALLS-LT.T1_LF,31.95,-5.50,0.00
3,SLATEFALLS-LT.T1_LF,31.36,-6.12,0.00
4,SLATEFALLS-LT.T1_LF,31.57,-6.00,0.00
5,SLATEFALLS-LT.T1_LF,35.15,-7.06,0.00
6,SLATEFALLS-LT.T1_LF,9.45,-7.20,-22.84
7,SLATEFALLS-LT.T1_LF,35.36,-11.63,-5.60
8,SLATEFALLS-LT.T1_LF,31.13,-13.06,-12.39
9,SLATEFALLS-LT.T1_LF,33.60,-13.31,-9.33
10,SLATEFALLS-LT.T1_LF,10.69,-15.24,-39.45
11,SLATEFALLS-LT.T1_LF,38.98,-17.16,-12.86
12,SLATEFALLS-LT.T1_LF,32.54,-19.14,-27.28
13,SLATEFALLS-LT.T1_LF,28.65,-21.43,-37.07
14,SLATEFALLS-LT.T1_LF,35.78,-21.99,-31.69
15,SLATEFALLS-LT.T1_LF,13.41,-25.78,-68.94
16,SLATEFALLS-LT.T1_LF,16.10,-31.39,-87.51
17,SLATEFALLS-LT.T1_LF,13.76,-37.28,-104.58
18,SLATEFALLS-LT.T1_LF,35.84,-32.77,-128.03
19,SLATEFALLS-LT.T1_LF,25.75,-60.86,-152.19
20,SLATEFALLS-LT.T1_LF,21.99,-57.34,-159.47
21,SLATEFALLS-LT.T1_LF,74.77,-37.02,-38.46
22,SLATEFALLS-LT.T1_LF,77.63,-32.79,-24.51
23,SLATEFALLS-LT.T1_LF,45.64,-13.69,0.00
24,SLATEFALLS-LT.T1_LF,49.31,-10.31,0.00
1,SLATER-LT.T1_LF,47.42,2.42,0.00
2,SLATER-LT.T1_LF,39.42,1.97,0.00
3,SLATER-LT.T1_LF,39.40,1.92,0.00
4,SLATER-LT.T1_LF,39.46,1.89,0.00
5,SLATER-LT.T1_LF,44.34,2.13,0.00
6,SLATER-LT.T1_LF,41.32,1.83,0.00
7,SLATER-LT.T1_LF,55.56,2.96,0.00
8,SLATER-LT.T1_LF,59.73,3.15,0.00
9,SLATER-LT.T1_LF,59.18,2.94,0.00
10,SLATER-LT.T1_LF,68.51,3.13,0.00
11,SLATER-LT.T1_LF,72.66,3.66,0.00
12,SLATER-LT.T1_LF,83.07,4.10,0.00
13,SLATER-LT.T1_LF,89.72,2.58,0.00
14,SLATER-LT.T1_LF,91.44,1.98,0.00
15,SLATER-LT.T1_LF,110.42,2.29,0.00
16,SLATER-LT.T1_LF,137.57,2.57,0.00
17,SLATER-LT.T1_LF,157.46,1.84,0.00
18,SLATER-LT.T1_LF,198.57,1.92,0.00
19,SLATER-LT.T1_LF,240.56,1.76,0.00
20,SLATER-LT.T1_LF,240.41,1.61,0.00
21,SLATER-LT.T1_LF,152.03,1.78,0.00
22,SLATER-LT.T1_LF,136.57,1.64,0.00
23,SLATER-LT.T1_LF,61.15,1.82,0.00
24,SLATER-LT.T1_LF,62.10,2.48,0.00
1,SMITHSFALLS-LT.LFJY,45.36,0.36,0.00
2,SMITHSFALLS-LT.LFJY,37.83,0.38,0.00
3,SMITHSFALLS-LT.LFJY,37.82,0.34,0.00
4,SMITHSFALLS-LT.LFJY,37.91,0.34,0.00
5,SMITHSFALLS-LT.LFJY,42.55,0.34,0.00
6,SMITHSFALLS-LT.LFJY,39.65,0.16,0.00
7,SMITHSFALLS-LT.LFJY,52.70,0.11,0.00
8,SMITHSFALLS-LT.LFJY,56.36,-0.23,0.00
9,SMITHSFALLS-LT.LFJY,55.73,-0.50,0.00
10,SMITHSFALLS-LT.LFJY,64.54,-0.84,0.00
11,SMITHSFALLS-LT.LFJY,68.18,-0.82,0.00
12,SMITHSFALLS-LT.LFJY,77.95,-1.01,0.00
13,SMITHSFALLS-LT.LFJY,85.19,-1.96,0.00
14,SMITHSFALLS-LT.LFJY,87.19,-2.27,0.00
15,SMITHSFALLS-LT.LFJY,105.39,-2.74,0.00
16,SMITHSFALLS-LT.LFJY,131.58,-3.42,0.00
17,SMITHSFALLS-LT.LFJY,151.23,-4.39,0.00
18,SMITHSFALLS-LT.LFJY,192.04,-4.61,0.00
19,SMITHSFALLS-LT.LFJY,233.43,-5.37,0.00
20,SMITHSFALLS-LT.LFJY,233.66,-5.14,0.00
21,SMITHSFALLS-LT.LFJY,147.30,-2.95,0.00
22,SMITHSFALLS-LT.LFJY,132.28,-2.65,0.00
23,SMITHSFALLS-LT.LFJY,58.98,-0.35,0.00
24,SMITHSFALLS-LT.LFJY,59.44,-0.18,0.00
1,SMOKYFALLS-LT.AG12,43.73,-1.27,0.00
2,SMOKYFALLS-LT.AG12,36.29,-1.16,0.00
3,SMOKYFALLS-LT.AG12,36.35,-1.13,0.00
4,SMOKYFALLS-LT.AG12,36.65,-0.92,0.00
5,SMOKYFALLS-LT.AG12,41.10,-1.11,0.00
6,SMOKYFALLS-LT.AG12,38.23,-1.26,0.00
7,SMOKYFALLS-LT.AG12,50.14,-2.46,0.00
8,SMOKYFALLS-LT.AG12,52.93,-3.65,0.00
9,SMOKYFALLS-LT.AG12,52.07,-4.17,0.00
10,SMOKYFALLS-LT.AG12,60.09,-5.29,0.00
11,SMOKYFALLS-LT.AG12,58.57,-10.43,0.00
12,SMOKYFALLS-LT.AG12,66.47,-12.50,0.00
13,SMOKYFALLS-LT.AG12,71.73,-15.42,0.00
